full_name,topic_innovation_score
constructive-io/constructive,0.5324016416322347
Xovee/cs-conf-stats,0.6935
rix4uni/resolvers,0.683
projectbluefin/documentation,0.46237204974128754
dxiv/dxiv,0.5789591177724269
Misaka-blog/sfw-client,0.5323995865672648
argosnothing/nixos-config,0.5960882371854991
netlas-io/netlas-free-iocs,0.6895
gitrecon1455/fresh-proxy-list,0.669
frankrichardhall/Humanity-Protocol-Airdrop-bot,0.6427068563218798
glycerine/rpc25519,0.683
Nat3z/OpenGameInstaller,0.5789550220221675
surisuririsu/gakumas-tools,0.5743553734388475
Damocles-fr/PPJF,0.6990000000000001
Zanue/MDT-dist,0.7190000000000001
paul-russo/blots-lang,0.6092738755822611
rspack-contrib/rspack-dev-server,0.669
mirtlecn/rime-radical-pinyin,0.39168727670733516
iplocate/free-proxy-list,0.683
4Freye/panelsplit,0.669
qazzxxx/cloudimgs,0.269
ModelEngine-Group/DataMate,0.683
gaoyakang/online_logisim,0.28300000000000003
gslege/CloudflareIP,0.5649536834595903
GOATNetwork/goat,0.3916943904250637
mrshmllow/tolerable-nvim-nix,0.523460354119258
lalifeier/IPTV,0.37769439249581815
alantang1977/iptv_api,0.4983707657950349
nene504273/Monkey-D-luffy-Bot-MD,0.269
743859910/Typora,0.4623634585619777
ChHsiching/GitHub-Chinese-Top-Charts-Classified,0.39762260726681575
sanity-io/sdk,0.462361641601328
Wirili/IPTV,0.37769439249581815
databay-labs/free-proxy-list,0.6339813445864685
cluntop/tvbox,0.4904969339886531
743859910/VPN,0.28300000000000003
liquidz/elin,0.5672680262020966
EHylands/QolsysController,0.6990000000000001
Danialsamadi/v2go,0.683
facebookexperimental/free-threading-benchmarking,0.5882661569557136
broadinstitute/trexplorer-catalog,0.49049253943375437
MHaggis/ClickGrab,0.39166308863092647
vitoplantamura/HackerNewsRemovals,0.48906055204388754
junjunlab/omicScope,0.5883491752088593
Animenosekai/japanterebi-xmltv,0.5522984531067915
weapp-vite/weapp-vite,0.5044900667188051
onikun94/obsidian-local-rss,0.39169439249581806
sholdee/home-ops,0.5323910750899941
drmlive/sliv-live-events,0.39169439249581806
Ceasar128/MultronFguardian,0.5323994483487422
imdypha/penghijauan,0.39169439249581806
alejandrofontan/AnyFeature-VSLAM,0.683
bangumi/Bangumi-iOS,0.48235134171904065
gornskew/skewed-emacs,0.5149085847724636
acuitymd/silk-chiffon,0.5464855916524916
kalbasit/ncps,0.4332621426311496
lipsumai/Best-AI-Tools,0.6760848952523422
LejuRobotics/kuavo-ros-opensource,0.39169439249581806
siganberg/ncSender,0.39169439249581806
AMD-AGI/Primus-SaFE,0.3916875585431361
espressif/esp-webrtc-solution,0.39169439249581806
reall3d-com/Reall3dViewer,0.5522941346310022
Tworlizm/Email-Bomber-SMTP,0.7735000000000001
IsThisMeta/zagreus,0.4543923637009546
Eric86777/vps-tcp-tune,0.39168923943677836
ebrasha/abdal-proxy-hub,0.6137058856987065
mcsrainbow/chinese-internet-jargon,0.5324040115633771
mcsrainbow/chinese-internet-jargon,0.5324040115633771
laura-a-n-n/silent-hill-museum,0.6123995565919769
cmackenzie1/torii-rs,0.739
abusaeeidx/IPTV-Scraper-Zilla,0.669
AndrewChien/Mir2Client_VorticeDX11,0.28300000000000003
10ium/ScrapeAndCategorize,0.37769439249581815
numtide/nix-auth,0.5789340824957756
ebrasha/free-v2ray-public-list,0.5651621405150034
cubist38/mlx-openai-server,0.7190000000000001
zhi35/iptv,0.4623707659792037
orzice/DeltaForcePrice,0.28300000000000003
datablueprint/api,0.48553000861657825
paiml/rust-mcp-sdk,0.5844868782697767
Galeax/CVE2CAPEC,0.7190000000000001
Oumu33/snmp-mib-ui,0.39169439249581806
Wang-Phil/Wang-Phil,0.39169439249581806
WordPress/secure-custom-fields,0.4623629116589717
zzzteph/Dutch_Gov_Scope,0.5404957009423721
baiwumm/next-ultra,0.6323037994058571
numtide/llm-agents.nix,0.5085860988879496
yuanxiawan/cfipv4db,0.269
whstu/GreenhubLicence,0.4623697300493257
succinctlabs/op-succinct,0.5943013383749696
cuijianzhuang/jetbrains_servers_updater,0.5404911208619619
CSOS-Team/SoundOfSteam,0.5183975694088575
KallDrexx/Dotnet6502,0.5323856877358162
SSM-FX/KeyboxStatus,0.39169439249581806
REIJI007/Adblock-Rule-Collection,0.4904715443243639
user23333/kaka,0.4483487149483395
Elpapiema/AlyaBot_MD,0.43361871179921785
ChanMeng666/library-management-system,0.7030000000000001
jagreehal/ai-sdk-ollama,0.7630000000000001
SchoolAI/loro-extended,0.434393085328433
cluntop/tv,0.4483706217641389
Oniicyan/BT_BAN,0.39169439249581806
Izikie/Radiant,0.669
sunyink/MFABD2,0.269
congzhen/cm_collectors_3,0.668349360915336
malinkang/duolingo2notion,0.37769439249581815
steve02081504/GentianAphrodite,0.5704813438968473
IzumiSy/mcp-duckdb-memory-server,0.6210114066895438
pagcoinbr/brln-os,0.4904896563480238
cherry-embedded/CherryECAT,0.5960801596258423
qiantongtech/qKnow,0.7290000000000001
opencve/opencve-kb,0.39169439249581806
