full_name,code_health_score
argosnothing/nixos-config,19.052205079957233
netlas-io/netlas-free-iocs,48.24637844717032
gitrecon1455/fresh-proxy-list,49.02869106419912
frankrichardhall/Humanity-Protocol-Airdrop-bot,47.37825767076578
glycerine/rpc25519,55.47712416566516
Nat3z/OpenGameInstaller,62.807335903918954
surisuririsu/gakumas-tools,45.32034546156298
Damocles-fr/PPJF,33.38553748657826
Zanue/MDT-dist,62.31591125289914
paul-russo/blots-lang,61.97187207011606
rspack-contrib/rspack-dev-server,45.6161454152109
mirtlecn/rime-radical-pinyin,35.289723348603104
iplocate/free-proxy-list,31.181679944460647
4Freye/panelsplit,49.545625245621665
qazzxxx/cloudimgs,44.60367103004009
ModelEngine-Group/DataMate,58.22918922825787
gaoyakang/online_logisim,21.62831758979091
gslege/CloudflareIP,49.80326497314424
GOATNetwork/goat,55.78478384929405
mrshmllow/tolerable-nvim-nix,32.18891142386529
lalifeier/IPTV,53.52951982665857
alantang1977/iptv_api,46.55689417367415
nene504273/Monkey-D-luffy-Bot-MD,49.126899776049726
743859910/Typora,42.8254806282689
ChHsiching/GitHub-Chinese-Top-Charts-Classified,32.362761579952775
sanity-io/sdk,50.496133530423705
Wirili/IPTV,55.971367858790806
databay-labs/free-proxy-list,34.677738028054165
cluntop/tvbox,43.43156161805942
743859910/VPN,32.34962068402821
liquidz/elin,54.81563283657197
EHylands/QolsysController,48.53790347565183
Danialsamadi/v2go,56.01624280409104
facebookexperimental/free-threading-benchmarking,36.031266584284374
broadinstitute/trexplorer-catalog,50.49547038804559
MHaggis/ClickGrab,24.00108801701461
vitoplantamura/HackerNewsRemovals,63.261947290957096
junjunlab/omicScope,31.195677878355006
Animenosekai/japanterebi-xmltv,32.22663223199144
weapp-vite/weapp-vite,63.20328945761822
onikun94/obsidian-local-rss,57.16140320390865
sholdee/home-ops,48.25741353287042
drmlive/sliv-live-events,31.493672962241
Ceasar128/MultronFguardian,53.87552689686305
imdypha/penghijauan,17.353175953743637
alejandrofontan/AnyFeature-VSLAM,57.91558463314203
bangumi/Bangumi-iOS,45.96487616565682
gornskew/skewed-emacs,32.79764325209678
acuitymd/silk-chiffon,59.4508251603457
kalbasit/ncps,66.27058547923343
lipsumai/Best-AI-Tools,28.95555965547382
LejuRobotics/kuavo-ros-opensource,26.08809949912748
siganberg/ncSender,26.13214090686602
AMD-AGI/Primus-SaFE,49.239365113640666
espressif/esp-webrtc-solution,25.79328024593117
reall3d-com/Reall3dViewer,54.10085000338074
Tworlizm/Email-Bomber-SMTP,34.25398294238339
IsThisMeta/zagreus,51.733804242021584
Eric86777/vps-tcp-tune,31.16760363015055
ebrasha/abdal-proxy-hub,36.893530030541235
mcsrainbow/chinese-internet-jargon,30.181679944460647
mcsrainbow/chinese-internet-jargon,30.181679944460647
laura-a-n-n/silent-hill-museum,61.43936569035855
cmackenzie1/torii-rs,67.21483686409357
abusaeeidx/IPTV-Scraper-Zilla,54.19577722917408
AndrewChien/Mir2Client_VorticeDX11,39.19865689436071
10ium/ScrapeAndCategorize,43.23355827835978
numtide/nix-auth,62.169447704488476
ebrasha/free-v2ray-public-list,32.434579810907316
cubist38/mlx-openai-server,58.453316313348054
zhi35/iptv,32.35774831631195
orzice/DeltaForcePrice,43.08729424508401
datablueprint/api,19.75317595374364
paiml/rust-mcp-sdk,59.05438792995706
Galeax/CVE2CAPEC,68.44273788122229
Oumu33/snmp-mib-ui,18.928798173012137
Wang-Phil/Wang-Phil,36.501156776661965
WordPress/secure-custom-fields,30.998079690656795
zzzteph/Dutch_Gov_Scope,48.35555826540536
baiwumm/next-ultra,50.41043929561842
numtide/llm-agents.nix,36.63212165339692
yuanxiawan/cfipv4db,42.116695976857876
whstu/GreenhubLicence,12.630954117651546
succinctlabs/op-succinct,56.950770127131385
cuijianzhuang/jetbrains_servers_updater,44.2116684777599
CSOS-Team/SoundOfSteam,45.521863442826486
KallDrexx/Dotnet6502,47.556613324526516
SSM-FX/KeyboxStatus,31.73981633930046
REIJI007/Adblock-Rule-Collection,52.49105786680344
user23333/kaka,48.37014487444446
Elpapiema/AlyaBot_MD,47.34945324368342
ChanMeng666/library-management-system,48.0546428256484
jagreehal/ai-sdk-ollama,61.02792419725347
SchoolAI/loro-extended,58.035933771717815
cluntop/tv,43.3577695152192
Oniicyan/BT_BAN,20.052205079957233
Izikie/Radiant,44.66249394246684
sunyink/MFABD2,61.645989461713334
congzhen/cm_collectors_3,28.474633206789562
malinkang/duolingo2notion,39.621301109805145
steve02081504/GentianAphrodite,47.39689703221704
IzumiSy/mcp-duckdb-memory-server,51.85506840632559
pagcoinbr/brln-os,49.478629040593894
cherry-embedded/CherryECAT,39.85850601681796
qiantongtech/qKnow,52.15983853630502
opencve/opencve-kb,33.11541434104412
