full_name,maintenance_efficiency_score
orzice/DeltaForcePrice,62.8
datablueprint/api,58.8
paiml/rust-mcp-sdk,62.8
Galeax/CVE2CAPEC,64.3
Oumu33/snmp-mib-ui,58.8
Wang-Phil/Wang-Phil,58.8
WordPress/secure-custom-fields,59.5
zzzteph/Dutch_Gov_Scope,61.599999999999994
baiwumm/next-ultra,60.8
numtide/llm-agents.nix,64.3
yuanxiawan/cfipv4db,60.8
whstu/GreenhubLicence,58.8
succinctlabs/op-succinct,67.3
cuijianzhuang/jetbrains_servers_updater,58.8
CSOS-Team/SoundOfSteam,61.599999999999994
KallDrexx/Dotnet6502,58.8
SSM-FX/KeyboxStatus,63.599999999999994
REIJI007/Adblock-Rule-Collection,60.8
user23333/kaka,60.8
Elpapiema/AlyaBot_MD,63.599999999999994
ChanMeng666/library-management-system,60.8
jagreehal/ai-sdk-ollama,60.55
SchoolAI/loro-extended,63.599999999999994
cluntop/tv,58.8
Oniicyan/BT_BAN,60.8
Izikie/Radiant,62.349999999999994
sunyink/MFABD2,64.3
congzhen/cm_collectors_3,60.8
malinkang/duolingo2notion,61.5
steve02081504/GentianAphrodite,63.599999999999994
IzumiSy/mcp-duckdb-memory-server,63.599999999999994
pagcoinbr/brln-os,62.55
cherry-embedded/CherryECAT,60.55
qiantongtech/qKnow,65.55
opencve/opencve-kb,63.599999999999994
