full_name,community_vitality_score
netlas-io/netlas-free-iocs,35.88952429356128
gitrecon1455/fresh-proxy-list,66.27105228501429
frankrichardhall/Humanity-Protocol-Airdrop-bot,54.83526620607381
glycerine/rpc25519,40.608046267186296
Nat3z/OpenGameInstaller,53.33314444371327
surisuririsu/gakumas-tools,66.89908048706172
Damocles-fr/PPJF,46.120609508937065
Zanue/MDT-dist,44.663216841285234
paul-russo/blots-lang,42.62031144010486
rspack-contrib/rspack-dev-server,62.561686233683645
mirtlecn/rime-radical-pinyin,63.89803442159501
iplocate/free-proxy-list,56.43080418895052
4Freye/panelsplit,53.903517286819316
qazzxxx/cloudimgs,55.99152667083749
ModelEngine-Group/DataMate,77.60990259951886
gaoyakang/online_logisim,44.31962576954861
gslege/CloudflareIP,79.05844058249309
GOATNetwork/goat,51.756157328978546
mrshmllow/tolerable-nvim-nix,50.424814681633336
lalifeier/IPTV,55.36662061769661
alantang1977/iptv_api,53.34645647422876
nene504273/Monkey-D-luffy-Bot-MD,44.17563728228306
743859910/Typora,46.141638605681095
ChHsiching/GitHub-Chinese-Top-Charts-Classified,72.6034855476387
sanity-io/sdk,45.32501647315793
Wirili/IPTV,43.55289294637144
databay-labs/free-proxy-list,58.22848289431883
cluntop/tvbox,70.10280478308806
743859910/VPN,41.37207363891946
liquidz/elin,65.89026697172088
EHylands/QolsysController,53.37057513046193
Danialsamadi/v2go,55.469995065545184
facebookexperimental/free-threading-benchmarking,49.81507051366931
broadinstitute/trexplorer-catalog,41.092256696638515
MHaggis/ClickGrab,68.0884820384327
vitoplantamura/HackerNewsRemovals,57.83972360486824
junjunlab/omicScope,48.282324702825335
Animenosekai/japanterebi-xmltv,60.80088500844511
weapp-vite/weapp-vite,70.98543414913057
onikun94/obsidian-local-rss,29.890429944269755
sholdee/home-ops,51.03306054001453
drmlive/sliv-live-events,36.220607080049874
Ceasar128/MultronFguardian,45.152242445357295
imdypha/penghijauan,20.889524293561276
alejandrofontan/AnyFeature-VSLAM,68.30037729536241
bangumi/Bangumi-iOS,49.337065515333485
gornskew/skewed-emacs,44.347180293536155
acuitymd/silk-chiffon,43.00180773927254
kalbasit/ncps,59.9758734578657
lipsumai/Best-AI-Tools,53.0577664024089
LejuRobotics/kuavo-ros-opensource,33.275154661896615
siganberg/ncSender,36.212564085734
AMD-AGI/Primus-SaFE,41.06556927095011
espressif/esp-webrtc-solution,59.01650781278614
reall3d-com/Reall3dViewer,77.16323296348308
Tworlizm/Email-Bomber-SMTP,52.06265381529995
IsThisMeta/zagreus,49.4648811445397
Eric86777/vps-tcp-tune,68.52230384385888
ebrasha/abdal-proxy-hub,51.092256696638515
mcsrainbow/chinese-internet-jargon,46.43080418895052
mcsrainbow/chinese-internet-jargon,46.43080418895052
laura-a-n-n/silent-hill-museum,57.392763592580366
cmackenzie1/torii-rs,75.79973965995171
abusaeeidx/IPTV-Scraper-Zilla,64.44000178393246
AndrewChien/Mir2Client_VorticeDX11,43.679146469391824
10ium/ScrapeAndCategorize,32.11358463989721
numtide/nix-auth,55.89822363705481
ebrasha/free-v2ray-public-list,77.22068256031224
cubist38/mlx-openai-server,76.97621230172312
zhi35/iptv,61.34748030697087
orzice/DeltaForcePrice,49.71800635861615
datablueprint/api,46.33318730027812
paiml/rust-mcp-sdk,59.159256298935944
Galeax/CVE2CAPEC,77.04502570113318
Oumu33/snmp-mib-ui,39.54273708723247
Wang-Phil/Wang-Phil,32.26487986484171
WordPress/secure-custom-fields,69.96090053736074
zzzteph/Dutch_Gov_Scope,58.70912262277392
baiwumm/next-ultra,57.4143383545467
numtide/llm-agents.nix,79.96500134845726
yuanxiawan/cfipv4db,49.822919257894775
whstu/GreenhubLicence,36.120609508937065
succinctlabs/op-succinct,75.75824215110441
cuijianzhuang/jetbrains_servers_updater,58.10046474796188
CSOS-Team/SoundOfSteam,55.65441021244917
KallDrexx/Dotnet6502,47.700373868688054
SSM-FX/KeyboxStatus,37.97144779538126
REIJI007/Adblock-Rule-Collection,62.972999900288805
user23333/kaka,46.160489241067964
Elpapiema/AlyaBot_MD,48.834475741931506
ChanMeng666/library-management-system,56.823641371704745
jagreehal/ai-sdk-ollama,47.95349908276451
SchoolAI/loro-extended,50.33587168187107
cluntop/tv,43.910231684767595
Oniicyan/BT_BAN,25.258737155058704
Izikie/Radiant,45.37665858958739
sunyink/MFABD2,54.05975517682386
congzhen/cm_collectors_3,58.43880767489137
malinkang/duolingo2notion,55.60306858759729
steve02081504/GentianAphrodite,62.229254128465385
IzumiSy/mcp-duckdb-memory-server,66.67862097667391
pagcoinbr/brln-os,47.818753958813694
cherry-embedded/CherryECAT,67.85585799193169
qiantongtech/qKnow,75.48026587705525
opencve/opencve-kb,36.42560290380794
